instance,variant,n_runs,best_cost_mean,best_cost_std,best_cost_median,best_cost_min,best_cost_max,elapsed_mean,elapsed_std,elapsed_median,elapsed_min,elapsed_max,gap_mean,gap_median,gap_n
A-n32-k5,acs_cl15,3,1038.33520581218,17.28285010256078,1030.6804055094126,1022.0604074334292,1062.2648044936982,0.04036451402741174,0.00010452731911849537,0.04030695790424943,0.04027537512592971,0.040511209052056074,32.440715027063774,31.464337437425076,3
A-n32-k5,acs_baseline,3,1042.6541226840284,17.487127846869072,1042.0917580445646,1021.5235729391113,1064.3470370684097,0.04880670830607414,0.0009878577997734863,0.04877837491221726,0.04761125007644296,0.05003049992956221,32.99159728112608,32.91986709752099,3
